"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:0009792",20,"GO:0009790",1.75329871266238,902,"embryo development ending in birth or egg hatching","embryo development",0.962060945273632,0.317625,0.904,"GO terms - g:Profiler only (no BG)"
"GO:0071331",48,"GO:1901698",1.7480101245377,195,"cellular response to hexose stimulus","response to nitrogen compound",0.931646766169154,0.364681818181818,0.47,"GO terms - g:Profiler only (no BG)"
"GO:0018279",25,"GO:0018279",1.74620675010908,35,"protein N-linked glycosylation via asparagine","protein N-linked glycosylation via asparagine",0.886623134328358,0.471666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:0014741",51,"GO:0010616",1.74620675010908,39,"negative regulation of muscle hypertrophy","negative regulation of cardiac muscle adaptation",0.919830845771144,0.27175,0.658,"GO terms - g:Profiler only (no BG)"
"GO:0019953",37,"GO:1903046",1.73374696303103,1229,"sexual reproduction","meiotic cell cycle process",0.98677736318408,0.3518,0.846,"GO terms - g:Profiler only (no BG)"
"GO:0042127",45,"GO:0008283",1.72786895287328,1789,"regulation of cell population proliferation","cell population proliferation",0.926508706467662,0.426875,0.932,"GO terms - g:Profiler only (no BG)"
"GO:0016197",2,"GO:0051179",1.72786895287328,284,"endosomal transport","localization",0.927298507462687,0.419594594594595,0.502,"GO terms - g:Profiler only (no BG)"
"GO:0071326",48,"GO:1901698",1.72268632914326,197,"cellular response to monosaccharide stimulus","response to nitrogen compound",0.931610696517413,0.364545454545455,0.471,"GO terms - g:Profiler only (no BG)"
"GO:0007010",12,"GO:0071840",1.71947485982188,1537,"cytoskeleton organization","cellular component organization or biogenesis",0.889998756218905,0.471916666666667,0.63,"GO terms - g:Profiler only (no BG)"
"GO:0006360",27,"GO:0006367",1.71406290359003,71,"transcription by RNA polymerase I","transcription initiation at RNA polymerase II promoter",0.873813432835821,0.58055,0.413,"GO terms - g:Profiler only (no BG)"
"GO:0006287",3,"GO:0006974",1.71406290359003,5,"base-excision repair, gap-filling","DNA damage response",0.856348258706468,0.502190476190476,0.6,"GO terms - g:Profiler only (no BG)"
"GO:0033143",40,"GO:0030518",1.71406290359003,82,"regulation of intracellular steroid hormone receptor signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.884256218905473,0.286777777777778,0.957,"GO terms - g:Profiler only (no BG)"
"GO:0045595",50,"GO:0048863",1.71360652796564,1759,"regulation of cell differentiation","stem cell differentiation",0.901641791044776,0.467875,0.484,"GO terms - g:Profiler only (no BG)"
"GO:0032434",32,"GO:0010498",1.712843512633,131,"regulation of proteasomal ubiquitin-dependent protein catabolic process","proteasomal protein catabolic process",0.848133084577114,0.269909090909091,0.846,"GO terms - g:Profiler only (no BG)"
"GO:0061081",24,"GO:0002372",1.7121814303248,43,"positive regulation of myeloid leukocyte cytokine production involved in immune response","myeloid dendritic cell cytokine production",0.823432835820896,0.282266666666667,0.785,"GO terms - g:Profiler only (no BG)"
"GO:0007095",6,"GO:0007049",1.7121814303248,41,"mitotic G2 DNA damage checkpoint signaling","cell cycle",0.802450248756219,0.258111111111111,0.631,"GO terms - g:Profiler only (no BG)"
"GO:0051438",53,"GO:1905216",1.71196985952611,47,"regulation of ubiquitin-protein transferase activity","positive regulation of RNA binding",0.962960199004975,0.428888888888889,0.409,"GO terms - g:Profiler only (no BG)"
"GO:0007034",2,"GO:0051179",1.68441947021045,169,"vacuolar transport","localization",0.930978855721393,0.44772972972973,0.463,"GO terms - g:Profiler only (no BG)"
"GO:0032007",49,"GO:0035556",1.68441947021045,66,"negative regulation of TOR signaling","intracellular signal transduction",0.88221144278607,0.428615384615385,0.591,"GO terms - g:Profiler only (no BG)"
"GO:0051653",5,"GO:0050000",1.68441947021045,65,"spindle localization","chromosome localization",0.875657960199005,0.327347826086957,0.696,"GO terms - g:Profiler only (no BG)"
"GO:0031110",10,"GO:1902850",1.68384044353917,99,"regulation of microtubule polymerization or depolymerization","microtubule cytoskeleton organization involved in mitosis",0.861284825870647,0.21404,0.694,"GO terms - g:Profiler only (no BG)"
"GO:0007017",10,"GO:1902850",1.67221867731153,1047,"microtubule-based process","microtubule cytoskeleton organization involved in mitosis",0.957342039800995,0.29848,0.78,"GO terms - g:Profiler only (no BG)"
"GO:0001704",20,"GO:0009790",1.66396907594456,128,"formation of primary germ layer","embryo development",0.966036069651741,0.310625,0.743,"GO terms - g:Profiler only (no BG)"
"GO:1901992",6,"GO:0007049",1.66368616536378,102,"positive regulation of mitotic cell cycle phase transition","cell cycle",0.845437810945274,0.268,0.674,"GO terms - g:Profiler only (no BG)"
"GO:0032922",44,"GO:0007623",1.66026997702371,71,"circadian regulation of gene expression","circadian rhythm",0.86761815920398,0.356,0.885,"GO terms - g:Profiler only (no BG)"
"GO:0035166",23,"GO:0035166",1.64941225674372,7,"post-embryonic hemopoiesis","post-embryonic hemopoiesis",0.962140547263682,0.668666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:0010586",15,"GO:0006139",1.64941225674372,110,"miRNA metabolic process","nucleobase-containing compound metabolic process",0.888822139303483,0.579129032258064,0.459,"GO terms - g:Profiler only (no BG)"
"GO:0031119",8,"GO:0043412",1.64941225674372,6,"tRNA pseudouridine synthesis","macromolecule modification",0.868906716417911,0.546702702702703,0.487,"GO terms - g:Profiler only (no BG)"
"GO:1902525",8,"GO:0043412",1.64941225674372,6,"regulation of protein monoubiquitination","macromolecule modification",0.878458955223881,0.523810810810811,0.475,"GO terms - g:Profiler only (no BG)"
"GO:0006335",26,"GO:0006325",1.64941225674372,6,"DNA replication-dependent chromatin assembly","chromatin organization",0.94281592039801,0.496285714285714,0.644,"GO terms - g:Profiler only (no BG)"
"GO:1904751",29,"GO:0033036",1.64941225674372,6,"positive regulation of protein localization to nucleolus","macromolecule localization",0.897600746268657,0.472,0.489,"GO terms - g:Profiler only (no BG)"
"GO:0000393",11,"GO:1903241",1.64941225674372,5,"spliceosomal conformational changes to generate catalytic conformation","U2-type prespliceosome assembly",0.83506592039801,0.45375,0.644,"GO terms - g:Profiler only (no BG)"
"GO:1904668",53,"GO:1905216",1.64941225674372,13,"positive regulation of ubiquitin protein ligase activity","positive regulation of RNA binding",0.858587064676617,0.422777777777778,0.451,"GO terms - g:Profiler only (no BG)"
"GO:0009225",25,"GO:0018279",1.64941225674372,45,"nucleotide-sugar metabolic process","protein N-linked glycosylation via asparagine",0.891577114427861,0.413833333333333,0.541,"GO terms - g:Profiler only (no BG)"
"GO:1905132",6,"GO:0007049",1.64941225674372,6,"regulation of meiotic chromosome separation","cell cycle",0.84113184079602,0.356277777777778,0.533,"GO terms - g:Profiler only (no BG)"
"GO:1902102",6,"GO:0007049",1.64941225674372,6,"regulation of metaphase/anaphase transition of meiotic cell cycle","cell cycle",0.824478855721393,0.312736111111111,0.533,"GO terms - g:Profiler only (no BG)"
"GO:0048762",22,"GO:0007492",1.64572610281207,263,"mesenchymal cell differentiation","endoderm development",0.952832089552239,0.376625,0.509,"GO terms - g:Profiler only (no BG)"
"GO:0043331",48,"GO:1901698",1.64147745445061,69,"response to dsRNA","response to nitrogen compound",0.956793532338308,0.564363636363636,0.726,"GO terms - g:Profiler only (no BG)"
"GO:0051298",10,"GO:1902850",1.63673032704399,78,"centrosome duplication","microtubule cytoskeleton organization involved in mitosis",0.854664179104478,0.338,0.691,"GO terms - g:Profiler only (no BG)"
"GO:0048193",2,"GO:0051179",1.63153354450078,293,"Golgi vesicle transport","localization",0.943871890547264,0.589891891891892,0.507,"GO terms - g:Profiler only (no BG)"
"GO:0040007",17,"GO:0001558",1.62861907404708,1134,"growth","regulation of cell growth",0.996567164179105,0.31,0.901,"GO terms - g:Profiler only (no BG)"
"GO:0040008",17,"GO:0001558",1.62368016544301,690,"regulation of growth","regulation of cell growth",0.953695273631841,0.3075,0.96,"GO terms - g:Profiler only (no BG)"
"GO:0007030",35,"GO:0010256",1.62143532302464,138,"Golgi organization","endomembrane system organization",0.913041044776119,0.4252,0.869,"GO terms - g:Profiler only (no BG)"
"GO:0021761",42,"GO:0021543",1.6104049538427,135,"limbic system development","pallium development",0.963176616915423,0.278,0.784,"GO terms - g:Profiler only (no BG)"
"GO:0042592",19,"GO:0042592",1.6102825161871,1980,"homeostatic process","homeostatic process",0.997416666666667,0.633,0,"GO terms - g:Profiler only (no BG)"
"GO:0072520",66,"GO:0072520",1.60744138444417,23,"seminiferous tubule development","seminiferous tubule development",0.962993781094527,0.664,0,"GO terms - g:Profiler only (no BG)"
"GO:0090042",8,"GO:0043412",1.60744138444417,24,"tubulin deacetylation","macromolecule modification",0.911537313432836,0.571432432432432,0.534,"GO terms - g:Profiler only (no BG)"
"GO:0000413",8,"GO:0043412",1.60744138444417,22,"protein peptidyl-prolyl isomerization","macromolecule modification",0.91301368159204,0.571243243243243,0.52,"GO terms - g:Profiler only (no BG)"
"GO:0090043",8,"GO:0043412",1.60744138444417,22,"regulation of tubulin deacetylation","macromolecule modification",0.871526119402985,0.541567567567568,0.525,"GO terms - g:Profiler only (no BG)"
"GO:1902774",2,"GO:0051179",1.60744138444417,22,"late endosome to lysosome transport","localization",0.942057213930348,0.539756756756757,0.36,"GO terms - g:Profiler only (no BG)"
"GO:0033363",35,"GO:0010256",1.59556966965806,76,"secretory granule organization","endomembrane system organization",0.919257462686567,0.4356,0.801,"GO terms - g:Profiler only (no BG)"
"GO:0071322",48,"GO:1901698",1.59556966965806,209,"cellular response to carbohydrate stimulus","response to nitrogen compound",0.931399253731343,0.364590909090909,0.473,"GO terms - g:Profiler only (no BG)"
"GO:1902532",49,"GO:0035556",1.59516138947136,718,"negative regulation of intracellular signal transduction","intracellular signal transduction",0.858522388059701,0.343538461538462,0.755,"GO terms - g:Profiler only (no BG)"
"GO:0036258",35,"GO:0010256",1.59514993749248,15,"multivesicular body assembly","endomembrane system organization",0.92061815920398,0.401,0.709,"GO terms - g:Profiler only (no BG)"
"GO:0007517",43,"GO:0061061",1.59339961750201,395,"muscle organ development","muscle structure development",0.972819651741293,0.381,0.902,"GO terms - g:Profiler only (no BG)"
"GO:0030100",2,"GO:0051179",1.58905663950588,355,"regulation of endocytosis","localization",0.839049751243781,0.469756756756757,0.505,"GO terms - g:Profiler only (no BG)"
"GO:0010043",48,"GO:1901698",1.58713323719374,48,"response to zinc ion","response to nitrogen compound",0.961324626865672,0.613909090909091,0.416,"GO terms - g:Profiler only (no BG)"
"GO:0017015",40,"GO:0030518",1.57687305156767,147,"regulation of transforming growth factor beta receptor signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.893595771144279,0.292777777777778,0.615,"GO terms - g:Profiler only (no BG)"
"GO:0030162",32,"GO:0010498",1.57632151850431,726,"regulation of proteolysis","proteasomal protein catabolic process",0.837759950248756,0.330636363636364,0.762,"GO terms - g:Profiler only (no BG)"
"GO:0061614",15,"GO:0006139",1.57327107025464,80,"miRNA transcription","nucleobase-containing compound metabolic process",0.874012437810945,0.572451612903226,0.44,"GO terms - g:Profiler only (no BG)"
"GO:0048313",67,"GO:0090166",1.57283882812821,15,"Golgi inheritance","Golgi disassembly",0.924154228855721,0.349,0.953,"GO terms - g:Profiler only (no BG)"
"GO:0048308",67,"GO:0090166",1.57283882812821,15,"organelle inheritance","Golgi disassembly",0.927970149253731,0.349,0.953,"GO terms - g:Profiler only (no BG)"
"GO:0031175",41,"GO:0007275",1.55850169895238,1226,"neuron projection development","multicellular organism development",0.875174129353234,0.337,0.602,"GO terms - g:Profiler only (no BG)"
"GO:0070935",9,"GO:0009057",1.55850169895238,25,"3'-UTR-mediated mRNA stabilization","macromolecule catabolic process",0.797960199004975,0.317130434782609,0.632,"GO terms - g:Profiler only (no BG)"
"GO:0002888",24,"GO:0002372",1.55850169895238,31,"positive regulation of myeloid leukocyte mediated immunity","myeloid dendritic cell cytokine production",0.940335820895522,0.3084,0.729,"GO terms - g:Profiler only (no BG)"
"GO:0036257",35,"GO:0010256",1.5569474314336,16,"multivesicular body organization","endomembrane system organization",0.926537313432836,0.3984,0.714,"GO terms - g:Profiler only (no BG)"
"GO:0045740",4,"GO:0006259",1.55672620949885,48,"positive regulation of DNA replication","DNA metabolic process",0.826675373134328,0.336714285714286,0.668,"GO terms - g:Profiler only (no BG)"
"GO:1904356",16,"GO:0051276",1.55672620949885,65,"regulation of telomere maintenance via telomere lengthening","chromosome organization",0.757621890547264,0.2638125,0.772,"GO terms - g:Profiler only (no BG)"
"GO:0006487",25,"GO:0018279",1.55204325115465,69,"protein N-linked glycosylation","protein N-linked glycosylation via asparagine",0.879639303482587,0.4515,0.944,"GO terms - g:Profiler only (no BG)"
"GO:0090307",10,"GO:1902850",1.55204325115465,77,"mitotic spindle assembly","microtubule cytoskeleton organization involved in mitosis",0.82560447761194,0.3118,0.934,"GO terms - g:Profiler only (no BG)"
"GO:0001678",19,"GO:0042592",1.55110437355419,211,"intracellular glucose homeostasis","homeostatic process",0.997223880597015,0.633,0.734,"GO terms - g:Profiler only (no BG)"
"GO:1903844",40,"GO:0030518",1.54988539328149,150,"regulation of cellular response to transforming growth factor beta stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.915238805970149,0.293444444444444,0.616,"GO terms - g:Profiler only (no BG)"
"GO:0031109",10,"GO:1902850",1.54988539328149,144,"microtubule polymerization or depolymerization","microtubule cytoskeleton organization involved in mitosis",0.902856965174129,0.26788,0.719,"GO terms - g:Profiler only (no BG)"
"GO:0060501",66,"GO:0072520",1.53988422955446,7,"positive regulation of epithelial cell proliferation involved in lung morphogenesis","seminiferous tubule development",0.917106965174129,0.479,0.425,"GO terms - g:Profiler only (no BG)"
"GO:1905784",32,"GO:0010498",1.53988422955446,3,"regulation of anaphase-promoting complex-dependent catabolic process","proteasomal protein catabolic process",0.88572263681592,0.435,0.622,"GO terms - g:Profiler only (no BG)"
"GO:1990116",32,"GO:0010498",1.53552007211745,7,"ribosome-associated ubiquitin-dependent protein catabolic process","proteasomal protein catabolic process",0.911746268656716,0.439272727272727,0.699,"GO terms - g:Profiler only (no BG)"
"GO:0016321",37,"GO:1903046",1.53552007211745,8,"female meiosis chromosome segregation","meiotic cell cycle process",0.872575870646766,0.3997,0.743,"GO terms - g:Profiler only (no BG)"
"GO:0048296",24,"GO:0002372",1.53552007211745,6,"regulation of isotype switching to IgA isotypes","myeloid dendritic cell cytokine production",0.801243781094527,0.339266666666667,0.579,"GO terms - g:Profiler only (no BG)"
"GO:1901994",37,"GO:1903046",1.53552007211745,7,"negative regulation of meiotic cell cycle phase transition","meiotic cell cycle process",0.865169154228856,0.3366,0.743,"GO terms - g:Profiler only (no BG)"
"GO:0048298",24,"GO:0002372",1.53552007211745,6,"positive regulation of isotype switching to IgA isotypes","myeloid dendritic cell cytokine production",0.787949004975124,0.322866666666667,0.579,"GO terms - g:Profiler only (no BG)"
"GO:0061982",37,"GO:1903046",1.53552007211745,146,"meiosis I cell cycle process","meiotic cell cycle process",0.898962686567164,0.2597,0.957,"GO terms - g:Profiler only (no BG)"
"GO:1903243",51,"GO:0010616",1.53552007211745,7,"negative regulation of cardiac muscle hypertrophy in response to stress","negative regulation of cardiac muscle adaptation",0.893089552238806,0.184416666666667,0.995,"GO terms - g:Profiler only (no BG)"
"GO:0008340",46,"GO:0008340",1.53104996280655,54,"determination of adult lifespan","determination of adult lifespan",0.985725124378109,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0048286",66,"GO:0072520",1.52460980944575,73,"lung alveolus development","seminiferous tubule development",0.968467661691542,0.54025,0.488,"GO terms - g:Profiler only (no BG)"
"GO:0009967",1,"GO:0048583",1.52378334349125,1711,"positive regulation of signal transduction","regulation of response to stimulus",0.855942786069652,0.391857142857143,0.774,"GO terms - g:Profiler only (no BG)"
"GO:0043500",51,"GO:0010616",1.52279079058735,145,"muscle adaptation","negative regulation of cardiac muscle adaptation",0.946007462686567,0.223333333333333,0.822,"GO terms - g:Profiler only (no BG)"
"GO:0016556",8,"GO:0043412",1.51740163473538,23,"mRNA modification","macromolecule modification",0.876410447761194,0.534243243243243,0.53,"GO terms - g:Profiler only (no BG)"
"GO:1902533",1,"GO:0048583",1.51740163473538,1203,"positive regulation of intracellular signal transduction","regulation of response to stimulus",0.855534825870647,0.417857142857143,0.732,"GO terms - g:Profiler only (no BG)"
"GO:0009226",25,"GO:0018279",1.51740163473538,29,"nucleotide-sugar biosynthetic process","protein N-linked glycosylation via asparagine",0.886449004975124,0.391,0.601,"GO terms - g:Profiler only (no BG)"
"GO:0051315",5,"GO:0050000",1.51740163473538,25,"attachment of mitotic spindle microtubules to kinetochore","chromosome localization",0.806987562189055,0.295391304347826,0.883,"GO terms - g:Profiler only (no BG)"
"GO:0043489",9,"GO:0009057",1.51328856848568,80,"RNA stabilization","macromolecule catabolic process",0.805987562189055,0.264304347826087,0.697,"GO terms - g:Profiler only (no BG)"
"GO:0036503",32,"GO:0010498",1.51312780280579,111,"ERAD pathway","proteasomal protein catabolic process",0.828809701492537,0.347181818181818,0.867,"GO terms - g:Profiler only (no BG)"
"GO:0010453",50,"GO:0048863",1.50357298312838,45,"regulation of cell fate commitment","stem cell differentiation",0.928567164179104,0.4875,0.345,"GO terms - g:Profiler only (no BG)"
"GO:0140374",47,"GO:0009615",1.50357298312838,67,"antiviral innate immune response","response to virus",0.949967661691542,0.464,0.848,"GO terms - g:Profiler only (no BG)"
"GO:0009749",48,"GO:1901698",1.49623388824605,254,"response to glucose","response to nitrogen compound",0.950927860696517,0.386727272727273,0.482,"GO terms - g:Profiler only (no BG)"
"GO:0051493",52,"GO:0051128",1.49623388824605,552,"regulation of cytoskeleton organization","regulation of cellular component organization",0.850136815920398,0.3456,0.764,"GO terms - g:Profiler only (no BG)"
"GO:0021987",42,"GO:0021543",1.49623388824605,143,"cerebral cortex development","pallium development",0.962536069651741,0.2485,0.963,"GO terms - g:Profiler only (no BG)"
"GO:0006399",15,"GO:0006139",1.48914070482178,192,"tRNA metabolic process","nucleobase-containing compound metabolic process",0.880278606965174,0.552645161290323,0.509,"GO terms - g:Profiler only (no BG)"
"GO:0006457",31,"GO:0019538",1.48698685038391,185,"protein folding","protein metabolic process",0.881628109452736,0.613833333333333,0.543,"GO terms - g:Profiler only (no BG)"
"GO:0002702",24,"GO:0002372",1.48190967587154,149,"positive regulation of production of molecular mediator of immune response","myeloid dendritic cell cytokine production",0.835966417910448,0.2718,0.686,"GO terms - g:Profiler only (no BG)"
"GO:0045165",50,"GO:0048863",1.47936244122178,314,"cell fate commitment","stem cell differentiation",0.957507462686567,0.552,0.406,"GO terms - g:Profiler only (no BG)"
"GO:0085029",58,"GO:0044085",1.47624325482371,50,"extracellular matrix assembly","cellular component biogenesis",0.931445273631841,0.579090909090909,0.562,"GO terms - g:Profiler only (no BG)"
"GO:0010824",10,"GO:1902850",1.47624325482371,49,"regulation of centrosome duplication","microtubule cytoskeleton organization involved in mitosis",0.821324626865672,0.28656,0.661,"GO terms - g:Profiler only (no BG)"
"GO:0010866",54,"GO:0010866",1.47482439324433,26,"regulation of triglyceride biosynthetic process","regulation of triglyceride biosynthetic process",0.879761194029851,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0018208",8,"GO:0043412",1.47482439324433,34,"peptidyl-proline modification","macromolecule modification",0.910636815920398,0.560432432432432,0.538,"GO terms - g:Profiler only (no BG)"
"GO:0021529",60,"GO:0021529",1.46219725793729,5,"spinal cord oligodendrocyte cell differentiation","spinal cord oligodendrocyte cell differentiation",0.959182835820895,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0098856",61,"GO:0044241",1.46219725793729,24,"intestinal lipid absorption","lipid digestion",0.980869402985075,0.413333333333333,0.782,"GO terms - g:Profiler only (no BG)"
"GO:0035278",31,"GO:0019538",1.45383125107967,28,"miRNA-mediated gene silencing by inhibition of translation","protein metabolic process",0.834752487562189,0.427916666666667,0.438,"GO terms - g:Profiler only (no BG)"
"GO:0007167",39,"GO:0023051",1.44669387783253,1022,"enzyme-linked receptor protein signaling pathway","regulation of signaling",0.8921592039801,0.6065,0.507,"GO terms - g:Profiler only (no BG)"
"GO:0060218",23,"GO:0035166",1.44657836764624,45,"hematopoietic stem cell differentiation","post-embryonic hemopoiesis",0.962509950248756,0.541333333333333,0.476,"GO terms - g:Profiler only (no BG)"
"GO:0032506",64,"GO:0051301",1.44613431293967,48,"cytokinetic process","cell division",0.913003731343284,0.443666666666667,0.811,"GO terms - g:Profiler only (no BG)"
"GO:0090257",51,"GO:0010616",1.44613431293967,272,"regulation of muscle system process","negative regulation of cardiac muscle adaptation",0.932067164179105,0.253916666666667,0.753,"GO terms - g:Profiler only (no BG)"
"GO:0098732",8,"GO:0043412",1.4428659875432,62,"macromolecule deacylation","macromolecule modification",0.912242537313433,0.548,0.593,"GO terms - g:Profiler only (no BG)"
"GO:0016073",56,"GO:0040031",1.4428659875432,53,"snRNA metabolic process","snRNA modification",0.892284825870647,0.446666666666667,0.864,"GO terms - g:Profiler only (no BG)"
"GO:0001701",20,"GO:0009790",1.44220831043868,577,"in utero embryonic development","embryo development",0.964304726368159,0.351125,0.839,"GO terms - g:Profiler only (no BG)"
"GO:2000169",8,"GO:0043412",1.44218661662971,8,"regulation of peptidyl-cysteine S-nitrosylation","macromolecule modification",0.882111940298507,0.579054054054054,0.472,"GO terms - g:Profiler only (no BG)"
"GO:0006290",3,"GO:0006974",1.44218661662971,8,"pyrimidine dimer repair","DNA damage response",0.859064676616915,0.525619047619048,0.589,"GO terms - g:Profiler only (no BG)"
"GO:1904666",53,"GO:1905216",1.44218661662971,25,"regulation of ubiquitin protein ligase activity","positive regulation of RNA binding",0.964421641791045,0.437555555555556,0.395,"GO terms - g:Profiler only (no BG)"
"GO:0044828",55,"GO:0019081",1.44218661662971,10,"negative regulation by host of viral genome replication","viral translation",0.991324626865672,0.411888888888889,0.619,"GO terms - g:Profiler only (no BG)"
"GO:1904354",52,"GO:0051128",1.44218661662971,9,"negative regulation of telomere capping","regulation of cellular component organization",0.769531094527363,0.4071,0.509,"GO terms - g:Profiler only (no BG)"
"GO:0009746",48,"GO:1901698",1.44218661662971,260,"response to hexose","response to nitrogen compound",0.95078855721393,0.385227272727273,0.484,"GO terms - g:Profiler only (no BG)"
"GO:0000056",5,"GO:0050000",1.44218661662971,8,"ribosomal small subunit export from nucleus","chromosome localization",0.881725124378109,0.380869565217391,0.612,"GO terms - g:Profiler only (no BG)"
"GO:0048290",24,"GO:0002372",1.44218661662971,7,"isotype switching to IgA isotypes","myeloid dendritic cell cytokine production",0.834305970149254,0.370866666666667,0.581,"GO terms - g:Profiler only (no BG)"
"GO:0097240",5,"GO:0050000",1.44218661662971,8,"chromosome attachment to the nuclear envelope","chromosome localization",0.88851368159204,0.370521739130435,0.83,"GO terms - g:Profiler only (no BG)"
"GO:0062033",6,"GO:0007049",1.44218661662971,9,"positive regulation of mitotic sister chromatid segregation","cell cycle",0.813615671641791,0.333166666666667,0.554,"GO terms - g:Profiler only (no BG)"
"GO:0032906",65,"GO:0032916",1.44218661662971,8,"transforming growth factor beta2 production","positive regulation of transforming growth factor beta3 production",0.901337064676617,0.3198,0.787,"GO terms - g:Profiler only (no BG)"
"GO:0032909",65,"GO:0032916",1.44218661662971,8,"regulation of transforming growth factor beta2 production","positive regulation of transforming growth factor beta3 production",0.870259950248756,0.3154,0.798,"GO terms - g:Profiler only (no BG)"
"GO:0031848",16,"GO:0051276",1.44218661662971,10,"protection from non-homologous end joining at telomere","chromosome organization",0.793242537313433,0.2998125,0.67,"GO terms - g:Profiler only (no BG)"
"GO:0031647",63,"GO:0031647",1.44095558401071,363,"regulation of protein stability","regulation of protein stability",0.960899253731343,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0035821",47,"GO:0009615",1.43974061688967,19,"modulation of process of another organism","response to virus",0.997833333333333,0.65825,0.478,"GO terms - g:Profiler only (no BG)"
"GO:2001032",3,"GO:0006974",1.43974061688967,29,"regulation of double-strand break repair via nonhomologous end joining","DNA damage response",0.803793532338309,0.417190476190476,0.667,"GO terms - g:Profiler only (no BG)"
"GO:0000303",13,"GO:0006979",1.43974061688967,26,"response to superoxide","response to oxidative stress",0.949134328358209,0.399666666666667,0.802,"GO terms - g:Profiler only (no BG)"
"GO:0000305",13,"GO:0006979",1.43974061688967,27,"response to oxygen radical","response to oxidative stress",0.949072139303483,0.399333333333333,0.803,"GO terms - g:Profiler only (no BG)"
"GO:0002444",24,"GO:0002372",1.43974061688967,129,"myeloid leukocyte mediated immunity","myeloid dendritic cell cytokine production",0.986573383084577,0.331,0.795,"GO terms - g:Profiler only (no BG)"
"GO:0021766",42,"GO:0021543",1.43974061688967,102,"hippocampus development","pallium development",0.96357960199005,0.242,0.929,"GO terms - g:Profiler only (no BG)"
"GO:0002244",23,"GO:0035166",1.43907076426127,190,"hematopoietic progenitor cell differentiation","post-embryonic hemopoiesis",0.959522388059701,0.527333333333333,0.518,"GO terms - g:Profiler only (no BG)"
"GO:0051239",69,"GO:0051239",1.43799357844518,3326,"regulation of multicellular organismal process","regulation of multicellular organismal process",0.91935447761194,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0035987",22,"GO:0007492",1.42978169328671,45,"endodermal cell differentiation","endoderm development",0.950738805970149,0.52125,0.949,"GO terms - g:Profiler only (no BG)"
"GO:0097193",33,"GO:0012501",1.42548016919313,343,"intrinsic apoptotic signaling pathway","programmed cell death",0.89463184079602,0.345857142857143,0.743,"GO terms - g:Profiler only (no BG)"
"GO:0061640",64,"GO:0051301",1.42311437718081,116,"cytoskeleton-dependent cytokinesis","cell division",0.906768656716418,0.421666666666667,0.877,"GO terms - g:Profiler only (no BG)"
"GO:0060916",45,"GO:0008283",1.41547037703362,6,"mesenchymal cell proliferation involved in lung development","cell population proliferation",0.958873134328358,0.586,0.507,"GO terms - g:Profiler only (no BG)"
"GO:0051096",53,"GO:1905216",1.41547037703362,7,"positive regulation of helicase activity","positive regulation of RNA binding",0.968101990049751,0.584555555555555,0.443,"GO terms - g:Profiler only (no BG)"
"GO:0071864",45,"GO:0008283",1.41547037703362,11,"positive regulation of cell proliferation in bone marrow","cell population proliferation",0.937907960199005,0.442625,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0045910",4,"GO:0006259",1.40158144621136,53,"negative regulation of DNA recombination","DNA metabolic process",0.817710199004975,0.371047619047619,0.678,"GO terms - g:Profiler only (no BG)"
"GO:0072332",49,"GO:0035556",1.40133099517991,95,"intrinsic apoptotic signaling pathway by p53 class mediator","intracellular signal transduction",0.905325870646766,0.514692307692308,0.592,"GO terms - g:Profiler only (no BG)"
"GO:1901796",49,"GO:0035556",1.40133099517991,89,"regulation of signal transduction by p53 class mediator","intracellular signal transduction",0.901294776119403,0.431,0.592,"GO terms - g:Profiler only (no BG)"
"GO:0060538",43,"GO:0061061",1.40133099517991,239,"skeletal muscle organ development","muscle structure development",0.973965174129353,0.395,0.86,"GO terms - g:Profiler only (no BG)"
"GO:0010611",51,"GO:0010616",1.40133099517991,83,"regulation of cardiac muscle hypertrophy","negative regulation of cardiac muscle adaptation",0.907267412935323,0.1715,0.823,"GO terms - g:Profiler only (no BG)"
"GO:0018105",8,"GO:0043412",1.39591444338218,212,"peptidyl-serine phosphorylation","macromolecule modification",0.886452736318408,0.511054054054054,0.646,"GO terms - g:Profiler only (no BG)"
"GO:0042752",44,"GO:0007623",1.38782256219199,129,"regulation of circadian rhythm","circadian rhythm",0.959186567164179,0.332,0.933,"GO terms - g:Profiler only (no BG)"
"GO:0090287",40,"GO:0030518",1.38017428373232,333,"regulation of cellular response to growth factor stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.909636815920398,0.282944444444444,0.661,"GO terms - g:Profiler only (no BG)"
